注文番号,ＪＡＮコード,商品名,上代,注文数,BOX数,カートン数,小計,備考
A31F1FB5,4904810952602,ＤＭ２５ＥＸ２：王ｖｓ邪ＤキングＷＤ２５,500,3,10.0,120.0,1500,注日期:2026-05-14 22:12
,,,,,,,合計:1500,
